	chr11:70507923-70507701:-	chr11:70506057-70505933:-	chr11:70349036-70348901:-	chr11:70348391-70348311:-	chr11:70346698-70346675:-	chr11:70338570-70338440:-	chr11:70336492-70336271:-	chr11:70335453-70335433:-	chr11:70333825-70331419:-	chr11:70319544-70313962:-
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7434-11A-01R-2132-07__expression_exon.txt	2.237464524	5.021135126	3.804911421	4.705460127	0	3.903688101	1.998528937	0.006164956	4.183674712	5.723481343
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7435-01A-11R-2132-07__expression_exon.txt	0.430133253	1.290556172	1.21823168	0.957468166	0	0.820964486	0.271978445	0	1.002405658	1.072940331
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7437-01A-21R-2132-07__expression_exon.txt	0.110766732	0.288720453	0.00543787	0.07852016	0	0.108392111	0	0	0.156943213	0.243893979
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7437-11A-01R-2132-07__expression_exon.txt	0.080715618	0.156063422	0.106471407	0.074486169	0	0.109767595	0.038501297	0	0.22592797	0.262314592
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7438-01A-21R-2132-07__expression_exon.txt	0.65574556	1.642639231	1.324816886	1.335752826	0	1.847338703	0.658016779	0	1.923052611	2.75987467
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7438-11A-01R-2132-07__expression_exon.txt	0.142784164	0.598190743	0.306088388	0.293211803	0	0.317771151	0.147542054	0.006214065	0.354457284	0.52810536
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CV-7440-01A-11R-2132-07__expression_exon.txt	0.098151119	0.159487441	0.063555516	0.096383673	0	0.019155861	0.018839473	0	0.047262265	0.050341177
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CX-7082-01A-11R-2016-07__expression_exon.txt	0.112364711	0.219990512	0.08503619	0.539379069	0	0.272692812	0.148758003	0	0.367773375	0.525228402
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CX-7085-01A-21R-2016-07__expression_exon.txt	0.330861756	0.649174004	0.278779	0.37883637	0	0.250899569	0.211329262	0.006494338	0.35157652	0.276426375
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CX-7086-01A-11R-2081-07__expression_exon.txt	0.092699172	0.227391069	0.398998367	0.349317089	0	0.083831718	0.111740083	0	0.259848209	0.141233096
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CX-7219-01A-11R-2016-07__expression_exon.txt	0.396889013	0.570346482	0.173242457	0.188391337	0	0.474331995	0.331589119	0.011626437	0.577218533	0.57796073
unc.edu__IlluminaHiSeq_RNASeq__TCGA-D6-6515-01A-21R-1873-07__expression_exon.txt	0.103263847	0.593860765	0.331282835	0.243680825	0	0.243478634	0.228074944	0	0.520838547	0.509456486
unc.edu__IlluminaHiSeq_RNASeq__TCGA-D6-6516-01A-11R-1873-07__expression_exon.txt	0.003439269	0.141120083	0.090230232	0.134138565	0	0.138559656	0.035123405	0	0.076472652	0.119789804
unc.edu__IlluminaHiSeq_RNASeq__TCGA-D6-6517-01A-11R-1873-07__expression_exon.txt	0.790645971	1.300116551	1.480073344	1.512156352	0	0.902786168	0.332889017	0.038015104	1.757397028	2.185510993
unc.edu__IlluminaHiSeq_RNASeq__TCGA-D6-6823-01A-11R-1915-07__expression_exon.txt	0.07059776	0.192233984	0.092150704	0.070328259	0	0.117805934	0.053653377	0	0.186149819	0.249094165
unc.edu__IlluminaHiSeq_RNASeq__TCGA-DQ-5624-01A-01R-1873-07__expression_exon.txt	0.519802111	1.236729784	1.352211391	0.912776947	0	1.402981397	0.413942709	0.005246961	1.318526297	2.2335449
unc.edu__IlluminaHiSeq_RNASeq__TCGA-DQ-5625-01A-01R-1873-07__expression_exon.txt	0.029369696	0.104791077	0.286939415	0.537364222	0	0.25206187	0.092808351	0	0.202260855	0.248331554
unc.edu__IlluminaHiSeq_RNASeq__TCGA-DQ-5629-01A-01R-1873-07__expression_exon.txt	0.407589979	1.710580079	1.008446924	1.222122256	0	1.318976081	0.519687221	0	1.212339555	1.419120889
unc.edu__IlluminaHiSeq_RNASeq__TCGA-DQ-5630-01A-01R-1873-07__expression_exon.txt	0.079553001	0.181760464	0.567543753	0.793453742	0	0.464474677	0.204685207	0	0.531437635	0.775742818
unc.edu__IlluminaHiSeq_RNASeq__TCGA-DQ-5631-01A-01R-1873-07__expression_exon.txt	1.635048607	4.029777318	3.838061467	3.762941324	0	2.822629454	1.095926363	0.071322861	3.676973881	4.335946585
unc.edu__IlluminaHiSeq_RNASeq__TCGA-DQ-7588-01A-11R-2081-07__expression_exon.txt	1.007438998	2.006092496	0.947795893	1.073580292	0	1.053375429	0.547603748	0	1.957672498	2.92925903
unc.edu__IlluminaHiSeq_RNASeq__TCGA-DQ-7591-01A-11R-2081-07__expression_exon.txt	0.033992199	0.060642084	0.111474419	0.233958657	0	0.202526043	0.034145317	0	0.094477696	0.143920403
unc.edu__IlluminaHiSeq_RNASeq__TCGA-DQ-7592-01A-11R-2081-07__expression_exon.txt	0.408392583	0.992789577	1.099667942	1.228646323	0	1.04447915	0.445818596	0	1.093646274	1.168667883
unc.edu__IlluminaHiSeq_RNASeq__TCGA-F7-7848-01A-11R-2132-07__expression_exon.txt	0.06822909	0.056178783	0	0	0	0	0.01120307	0	0.206593272	12.96405428
unc.edu__IlluminaHiSeq_RNASeq__TCGA-H7-7774-01A-21R-2081-07__expression_exon.txt	0.080750759	0.108967973	0.064506216	0.136808504	0	0.094284296	0.019238696	0	0.108766171	0.110470018
unc.edu__IlluminaHiSeq_RNASeq__TCGA-HD-7229-01A-11R-2016-07__expression_exon.txt	1.283910384	2.76659718	1.741663213	1.484069073	0	1.698520487	0.407447202	0.028198357	2.403166003	2.442139068
unc.edu__IlluminaHiSeq_RNASeq__TCGA-HD-7753-01A-11R-2081-07__expression_exon.txt	0.671321165	1.669133403	1.271136257	1.710735377	0.004686471	1.559199533	0.870416936	0.005355967	1.391338579	1.542944299
unc.edu__IlluminaHiSeq_RNASeq__TCGA-HD-7754-01A-11R-2081-07__expression_exon.txt	0.024353462	0.043446577	0	0.067047186	0	0.124369971	0.024463162	0	0.051141933	0.029506526
unc.edu__IlluminaHiSeq_RNASeq__TCGA-HD-7831-01A-11R-2132-07__expression_exon.txt	0.832854302	2.259207748	1.767535009	2.382433256	0	3.106582375	0.987345699	0.008852972	2.443276957	2.897643059
unc.edu__IlluminaHiSeq_RNASeq__TCGA-HD-7832-01A-11R-2132-07__expression_exon.txt	0.188038066	0.287237548	0.389262993	0.237811568	0	0.414123339	0.141663813	0	0.446360193	0.402411629
unc.edu__IlluminaHiSeq_RNASeq__TCGA-IQ-7630-01A-11R-2081-07__expression_exon.txt	0.349506639	0.939375881	0.915267696	0.906033836	0	0.735667949	0.239862635	0	1.12031971	1.885059423
unc.edu__IlluminaHiSeq_RNASeq__TCGA-IQ-7631-01A-11R-2081-07__expression_exon.txt	0.123538269	0.308087627	0.257715402	0.251077099	0	0.172862729	0.033135247	0	0.182586798	0.918401891
unc.edu__IlluminaHiSeq_RNASeq__TCGA-IQ-7632-01A-11R-2081-07__expression_exon.txt	0.173985255	0.385356698	0.261107981	0.274002203	0	0.301193261	0.142184927	0	0.273615162	0.604277185
unc.edu__IlluminaHiSeq_RNASeq__TCGA-CR-6491-01A-11R-1873-07__expression_exon.txt	0.41598612	0.730043333	0.516616247	0.530269106	0	0.482910487	0.234891677	0	0.760815751	0.640659261
