	chr11:70507701-70507923:-	chr11:70505933-70506057:-	chr11:70348901-70349036:-	chr11:70348311-70348391:-	chr11:70346675-70346698:-	chr11:70338440-70338570:-	chr11:70336271-70336492:-	chr11:70335433-70335453:-	chr11:70331419-70333825:-	chr11:70313962-70319544:-
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6934-11A-01R-1915-07__expression_exon.txt	1.471101961	1.222941268	1.236909944	1.447702053	1.197681085	1.752055328	1.343345001	1.197681085	2.210397184	2.349902828
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6936-11A-01R-1915-07__expression_exon.txt	0.024994107	0	0.621575265	0.712479909	0.58059228	0.609843494	0.588438122	0.58059228	0.640508824	0.671378069
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6937-01A-11R-2016-07__expression_exon.txt	0.846195081	1.110519191	2.34574426	2.325185259	3.298661334	3.075485146	2.953854947	3.425615684	3.894241752	8.139545321
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6938-01A-11R-1915-07__expression_exon.txt	0	0	0.235410049	0.235410049	0.235410049	0.235410049	0.235410049	0.235410049	0.254188083	0.239457938
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6939-11A-01R-1915-07__expression_exon.txt	0.461512249	0.400012131	0.575170817	1.143714151	1.073652192	0.797336033	0.203123388	0	0.823224682	1.117773003
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6941-01A-11R-1915-07__expression_exon.txt	0.117382336	0.140911461	0.11872136	0.120808866	0.366956929	0.151264688	0.03195721	0	0.14147737	0.234472091
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6942-01A-21R-2016-07__expression_exon.txt	0	0.169253072	0.141763499	0.153766854	0.170618016	0.229227258	0.168312367	0.170618016	0.230373308	0.357891382
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6943-01A-11R-1915-07__expression_exon.txt	0.769269022	0.478652721	0.56535337	0.730944246	0.625106165	0.774395424	0.521324061	0.535805285	0.910000832	0.895040191
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6945-01A-11R-1915-07__expression_exon.txt	1.322239277	1.28079534	1.847798455	1.904144902	1.780045845	2.246038987	1.91258238	1.386142143	3.360549416	11.73193705
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6950-01A-11R-1915-07__expression_exon.txt	0.789316903	0.712911344	1.795435353	2.297481842	2.132810786	2.23986046	2.025786952	1.944946624	2.477810725	3.050687084
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6951-01A-11R-1915-07__expression_exon.txt	1.134043121	1.997034722	1.70693781	1.548171355	1.304910299	1.840820025	1.243779366	0.782946179	2.406955025	4.808651716
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6952-01A-11R-1915-07__expression_exon.txt	0.302558688	0.468325254	0.735953234	0.731911329	0.806174299	0.915526185	0.647509364	0.620134076	0.898382851	1.253619417
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6954-01A-11R-1915-07__expression_exon.txt	0	0	0.100927132	0.100927132	0.100927132	0.201854264	0.26050111	0.302781395	0.257957505	0.226475928
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6955-01A-11R-2016-07__expression_exon.txt	0	0	0	0	0	0	0	0	0.005423138	0.016366551
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6956-01A-21R-2016-07__expression_exon.txt	0.302219416	0.387775578	0.541574044	0.853600821	0.43668421	0.50446471	0.407834202	0.43668421	0.550799028	0.727885233
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6960-11A-01R-2016-07__expression_exon.txt	0.282903041	0.153545999	0.295752764	0.304949113	0.166897825	0.289204629	0.202983842	0.166897825	0.363264523	0.346201633
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6961-01A-21R-1915-07__expression_exon.txt	0.725926996	0.928932191	1.110411316	1.885993999	1.012911786	1.854310404	1.304092816	1.104994676	2.168902096	2.094386813
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6961-11A-01R-1915-07__expression_exon.txt	0.054266456	0	0.226852727	0.228204765	0.398947898	0.058877807	0.090452151	0.132982633	0.185302763	0.175904844
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6962-01A-11R-1915-07__expression_exon.txt	0.482830585	0.270639143	0.773519145	0.75482801	0.561958353	0.574827628	0.515887894	0.727869867	0.85850987	0.906159103
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-6962-11A-01R-1915-07__expression_exon.txt	0.452993784	0.638005982	0.627751455	0.629876909	0.715711839	0.640784536	0.510762181	0.306733645	0.862133508	0.867348031
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7089-01A-11R-2016-07__expression_exon.txt	0.545782693	0.426776884	0.29172518	0.408426334	0.366227303	0.66722328	0.37722512	0.366227303	0.578072123	1.036955259
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7090-01A-11R-2016-07__expression_exon.txt	0.281856928	0.117684263	0.241460767	0.339375057	0.594364965	0.357299549	0.244974749	0.148591241	0.372928828	0.397813592
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7091-01A-11R-2016-07__expression_exon.txt	0.600779955	0.678215567	0.609633059	0.706338976	0.549073484	0.45602439	0.518404515	0.219629394	0.901283479	1.191852362
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7097-11A-01R-2016-07__expression_exon.txt	0.54271129	0.688840487	0.787840679	1.332005885	1.044602125	1.046880429	0.550533553	0.29845775	1.056567715	1.66447797
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7101-01A-11R-2016-07__expression_exon.txt	0.508199123	0.439413794	0.424478736	0.285082015	0.560476778	0.55277557	0.539269548	0.224190711	0.825603018	0.891040621
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7101-11A-01R-2016-07__expression_exon.txt	0.475796992	0.374977956	0.581236789	0.721618966	0.890683981	0.752152026	0.535614015	0.44534199	0.818803896	0.884322522
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7103-01A-21R-2016-07__expression_exon.txt	0.08705134	0.042841266	0.26496877	0.439376414	0.334697394	0.366208344	0.299518989	0.223131596	0.296550883	0.416148619
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7103-11A-01R-2016-07__expression_exon.txt	0.312294897	0.182542229	0.041944446	0.079228398	0.237685194	0.244942758	0.196465014	0.237685194	0.279011017	0.238004492
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7104-01A-11R-2016-07__expression_exon.txt	1.815502856	1.531969117	1.548865835	2.163020703	1.857798369	2.110886579	1.717465713	1.429075669	2.894724275	2.573590452
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7177-01A-11R-2016-07__expression_exon.txt	0.698359048	1.084000052	1.287196567	1.147972132	1.136745021	1.048235103	0.508975023	0.227349004	0.987981131	0.986319224
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7177-11A-01R-2016-07__expression_exon.txt	0.697067854	0.522171643	0.408030209	0.390275403	0.682280021	0.426208003	0.252525563	0.113713337	0.768592554	0.861272105
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7178-01A-21R-2016-07__expression_exon.txt	0.868186738	1.228723934	1.449919772	1.847023269	1.393562466	2.043233081	1.751369045	1.791723171	2.494418091	2.574761859
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7178-11A-01R-2016-07__expression_exon.txt	0.887828705	1.017213269	0.549131789	1.54818108	0.524697353	1.060075569	0.421491117	0.349798236	1.168634197	1.624528667
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7180-01A-11R-2016-07__expression_exon.txt	0	0.061474237	0.394337267	0.385399827	0.320178318	0.359284067	0.366330148	0.320178318	0.414023687	0.592671113
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7183-11A-01R-2016-07__expression_exon.txt	0.058615029	0.104569213	0	0	0	0.136157829	0.136157829	0.136157829	0.245672393	0.241099104
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7236-01A-11R-2016-07__expression_exon.txt	1.619659238	1.45098199	1.419292984	1.726088459	1.266205999	1.845727431	1.399170479	1.081029628	1.740885362	1.88899961
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7238-11A-01R-2016-07__expression_exon.txt	0.831147496	1.079071823	1.668816425	1.93834453	0.956623957	1.235030738	0.765406893	0.478311978	1.70216071	1.679168046
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7242-01A-11R-2016-07__expression_exon.txt	0.419762168	0.486640527	0.668438894	0.86167298	0.4820132	0.732218525	0.333501025	0.09640264	0.905111451	1.038793269
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7242-11A-01R-2016-07__expression_exon.txt	0.111158097	0.111158097	0.243567006	0.278581403	0.222316194	0.277470975	0.410583962	0.444632388	0.286369489	0.353284842
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7245-11A-01R-2016-07__expression_exon.txt	0.104282216	0.103355263	0.126660862	0.107661733	0.107661733	0.107661733	0.17749637	0.215323465	0.161201863	0.172783293
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7247-01A-11R-2016-07__expression_exon.txt	4.672107602	4.847092494	2.810329967	3.348625222	3.225126952	3.929071728	3.650120777	3.279790121	4.99362921	6.243213359
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7248-01A-11R-2016-07__expression_exon.txt	0.263548086	0.4229242	0.43984565	0.909021261	0.762025585	0.691494591	0.350119863	0.095253198	0.621579553	0.945946322
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7250-11A-01R-2016-07__expression_exon.txt	0.267491732	0.140936265	0.143172483	0.452159071	0	0.1132473	0.033413055	0	0.191066592	0.18069263
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7255-01A-11R-2016-07__expression_exon.txt	0.293368484	0.32597641	0.613275574	0.878460475	0.781926357	0.763356435	0.762749984	0.781926357	0.774635163	0.668715334
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7261-01A-11R-2016-07__expression_exon.txt	0.785062978	0.595579559	0.511682129	0.487608996	0.156731463	0.728621839	0.818251196	0.783657315	1.033763484	1.067503244
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7406-01A-11R-2081-07__expression_exon.txt	0.588901989	0.209020124	0.524100704	0.776695148	0.458377464	0.565973701	0.369076449	0.229188732	0.608583208	0.758913146
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7406-11A-01R-2081-07__expression_exon.txt	0	0.066057605	0.026279502	0.146064356	0	0.045157301	0.097705211	0.1232418	0.129181164	0.098540461
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7407-01A-11R-2081-07__expression_exon.txt	0.577035946	0.856922555	0.817772864	1.374497574	0.703164022	1.015383162	1.039964807	0.820358026	1.303497244	2.183968929
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7411-01A-11R-2081-07__expression_exon.txt	0.16992331	0.039930151	0.239676775	0.203725258	0.203725258	0.276817527	0.336789053	0.305587888	0.38510591	0.398145494
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7413-01A-11R-2081-07__expression_exon.txt	0	0	0.371483474	0.222562786	0.231836235	0.3975549	0.335849249	0.222562786	0.413225214	0.489594278
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7414-01A-11R-2081-07__expression_exon.txt	0.883430946	1.31811445	1.282039898	1.430970662	1.186777716	1.691082751	1.240681659	1.087879573	1.934944017	3.113369519
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7415-01A-11R-2081-07__expression_exon.txt	1.398664845	1.974743146	1.686170315	1.817773093	1.913510801	2.417066275	2.275980011	1.611377516	3.483340283	7.768968939
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7416-01A-11R-2081-07__expression_exon.txt	1.113354253	1.583995833	1.490230713	2.392253382	1.223592287	1.87911848	0.932976592	0.333706987	2.159321282	1.993674606
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7416-11A-01R-2081-07__expression_exon.txt	0.019387845	0.009102083	0.113776035	0.181198871	0.113776035	0.299639177	0.247539752	0.227552071	0.211717018	0.252679395
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7421-01A-11R-2081-07__expression_exon.txt	0.117816303	0.362039917	0.27729773	0.206409932	0.502833218	0.518186904	0.442810334	0.377124913	0.444339948	0.729887229
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7423-01A-11R-2081-07__expression_exon.txt	0.691914198	0.657428992	0.646643837	0.848482744	0.786556064	0.802483492	0.79126598	0.678227983	0.957418217	1.013697547
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7423-11A-01R-2081-07__expression_exon.txt	0.056982312	0.130701143	0.363058731	0.363058731	0.363058731	0.496087885	0.542407564	0.605097885	0.409968272	0.478073934
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7427-01A-11R-2081-07__expression_exon.txt	0.04830236	0.086171411	0.079201664	0.132980572	0	0	0	0	0.040275379	0.028939888
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7428-01A-11R-2132-07__expression_exon.txt	0.093228997	0	0.289454457	0.246036288	0.246036288	0.33618699	0.272634806	0.369054433	0.339104855	0.238324243
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7432-01A-11R-2132-07__expression_exon.txt	0.090638547	0.177774524	0.515391762	0.620191199	0.827408023	0.901396527	0.774164264	0.827408023	0.906912658	0.942327569
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7432-11A-01R-2132-07__expression_exon.txt	1.992239571	2.862669459	1.961525397	2.548672951	2.315243092	3.146884694	2.801930829	2.572492324	4.528259806	6.924303359
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7434-11A-01R-2132-07__expression_exon.txt	2.716047828	2.94752485	2.346911865	3.403020039	2.862601019	3.264129979	2.605783586	1.43130051	3.867246724	8.486879666
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7438-11A-01R-2132-07__expression_exon.txt	0.183116825	0.399803649	0.236540251	0.211033861	0.237413093	0.246474662	0.248107377	0.237413093	0.313854783	0.470658806
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7440-01A-11R-2132-07__expression_exon.txt	0.149688586	0.151194277	0.05594708	0.084845273	0	0.016862651	0.016584139	0	0.041604347	0.044314673
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CV-7440-11A-01R-2187-07__expression_exon.txt	0.23900107	0.375517721	0.458894772	0.535026154	0.423834899	0.676194611	0.598523608	0.529793624	0.612333138	0.751731888
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CX-7085-01A-21R-2016-07__expression_exon.txt	0.267044833	0.433818496	0.279475302	0.365306036	0.123806648	0.297703009	0.528687849	0.495226593	0.435972227	0.367295274
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-CX-7086-01A-11R-2081-07__expression_exon.txt	0.214489226	0.334603192	0.790140456	0.807644615	0.643467677	0.611539891	0.752644625	0.771139835	0.742068561	0.648711771
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-D6-6515-01A-21R-1873-07__expression_exon.txt	0.139783701	0.260899818	0.239797626	0.130973804	0.130973804	0.256948608	0.391741468	0.261947608	0.596102211	0.582004138
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-D6-6516-01A-11R-1873-07__expression_exon.txt	0.110441633	0.136947625	0.214386699	0.226337173	0.220883266	0.23015699	0.202973812	0.220883266	0.179266913	0.210141763
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-D6-6517-01A-11R-1873-07__expression_exon.txt	0.689403403	0.624708912	1.328541161	1.540231633	1.220134595	1.078872193	1.080900016	1.118456712	1.827498367	4.345195128
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-D6-6826-01A-11R-1915-07__expression_exon.txt	1.08894213	1.564275099	1.404569028	2.108638	1.909345994	2.398276369	1.82607599	1.301826814	2.482611317	2.4886974
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-DQ-5624-01A-01R-1873-07__expression_exon.txt	0.420296672	0.641232476	0.879351645	0.751577108	0.688439774	1.350603222	0.598065441	0.327828464	1.234280296	2.054115728
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-DQ-5625-01A-01R-1873-07__expression_exon.txt	0.026528313	0	1.767131888	2.011498426	1.7254457	1.755551623	1.860350238	1.848691821	1.908701981	1.945491793
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-DQ-5629-01A-01R-1873-07__expression_exon.txt	0.675699479	0.723706669	0.656114771	0.729910911	0.958008071	1.139789319	0.777996259	0.547433184	1.048128719	1.190149942
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-DQ-5630-01A-01R-1873-07__expression_exon.txt	0.10727148	0.100242644	1.08886562	1.177794816	1.139120956	0.946731253	0.754282795	0.569560478	1.044470274	1.303725261
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-IQ-7631-01A-11R-2081-07__expression_exon.txt	0.320820752	0.145891664	0.282248759	0.318031988	0.382583035	0.280366194	0.225758458	0.255055357	0.280645664	8.070745483
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-DQ-7588-01A-11R-2081-07__expression_exon.txt	1.281649248	1.40785828	1.462224978	1.777158621	1.961169595	1.902284605	2.04126541	1.830424955	2.774589196	3.583405432
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-DQ-7591-01A-11R-2081-07__expression_exon.txt	0.029369966	0.052396019	0.232764175	0.338593098	0.27289593	0.311434668	0.199754904	0.136447965	0.212636608	0.247893911
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-HD-7229-01A-11R-2016-07__expression_exon.txt	1.647595271	1.686889852	0.88457677	1.022929755	0.929489056	1.485966146	0.662126374	0.531136603	2.057409599	2.121359403
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-F7-7848-01A-11R-2132-07__expression_exon.txt	0.054226432	0	1.259634828	1.259634828	1.259634828	1.259634828	1.259634828	1.259634828	1.424847423	12.16342919
unc.edu__IlluminaHiSeq_RNASeqV2__TCGA-H7-7774-01A-21R-2081-07__expression_exon.txt	0.263215929	0.09619811	0.056946788	0.060388017	0	0.0832352	0.089051923	0.101904778	0.091108883	0.095279051
