HOMERcalled.RefSeq.ID,SH.1.promoter.count,SH.1.promoter.50bp,SH.1.promoter.density,SH.1.promoter.StartSite,SH.1.body.count,SH.1.mappable.length,SH.1.body.density,SH.1.body.StartSite,SH.1.pausing.ratio,SH.2.promoter.count,SH.2.promoter.50bp,SH.2.promoter.density,SH.2.promoter.StartSite,SH.2.body.count,SH.2.mappable.length,SH.2.body.density,SH.2.body.StartSite,SH.2.pausing.ratio,SH-1-Pausing-pValue,SH-2-Pausing-pValue,SH-1-2-Change-pValue,,,
NM_020028,9,50,0.18,72346184,52,2569,0.020241339,72347464,8.892692308,7,50,0.14,72346049,24,1429,0.016794962,72347464,8.335833333,0.024124249,0.083439701,0.930983262,,,
NM_001033630,12,50,0.24,36034033,57,1941,0.029366306,36033323,8.172631579,9,50,0.18,36034008,50,1694,0.029515939,36033323,6.0984,0.013388277,0.084034276,1,,,
NM_025451,11,50,0.22,138010853,50,1814,0.027563396,138012063,7.9816,9,50,0.18,138010853,50,1700,0.029411765,138012063,6.12,0.023175115,0.084034276,1,,,
NM_019875,35,50,0.7,124545772,78,4469,0.017453569,124544807,40.10641026,7,50,0.14,124545772,25,1318,0.018968134,124544807,7.3808,1.95E-10,0.084243076,0.922161828,,,
NM_011804,23,50,0.46,167693886,40,1525,0.026229508,167694911,17.5375,7,50,0.14,167693906,25,1210,0.020661157,167694911,6.776,5.42E-06,0.084243076,0.677517833,,,
NR_030696,15,50,0.3,60654500,48,1747,0.027475673,60655520,10.91875,7,50,0.14,60654930,25,1342,0.018628912,60655520,7.5152,0.001918699,0.084243076,1,,,
NM_015786,76,50,1.52,23830676,530,561,0.944741533,23831676,1.60890566,64,50,1.28,23830666,473,561,0.843137255,23831676,1.518139535,0.026460183,0.08431921,1,,,
NM_201646,8,50,0.16,114214679,10,522,0.019157088,114215774,8.352,8,50,0.16,114214719,8,421,0.019002375,114215774,8.42,0.080543977,0.084818359,1,,,
NM_001145900,8,50,0.16,114214678,11,573,0.019197208,114215693,8.334545455,8,50,0.16,114214718,8,421,0.019002375,114215693,8.42,0.083730635,0.084818359,1,,,
NM_001163379,20,50,0.4,34742871,269,4794,0.056111806,34743806,7.128624535,11,50,0.22,34742851,229,4278,0.053529687,34743806,4.109868996,0.000680232,0.084845716,0.823833798,,,
NM_001013381,14,50,0.28,94410311,66,2394,0.027568922,94409521,10.15636364,9,50,0.18,94410311,53,1948,0.027207392,94409521,6.615849057,0.004222836,0.084882772,1,,,
NM_001243584,16,50,0.32,115473863,49,1778,0.027559055,115473283,11.61142857,7,50,0.14,115473863,26,1127,0.023070098,115473283,6.068461538,0.001005579,0.084970174,1,,,
NM_001243587,16,50,0.32,115473863,49,1778,0.027559055,115473283,11.61142857,7,50,0.14,115473863,26,1127,0.023070098,115473283,6.068461538,0.001005579,0.084970174,1,,,
NM_175023,11,50,0.22,130114093,288,5499,0.052373159,130115078,4.200625,11,50,0.22,130114093,236,4505,0.052386238,130115078,4.199576271,0.073623041,0.084970174,1,,,
NM_001081415,16,50,0.32,86521231,44,986,0.044624746,86522571,7.170909091,9,50,0.18,86521226,54,1374,0.03930131,86522571,4.58,0.003286112,0.085134944,0.570207956,,,
NM_001164077,10,50,0.2,71196072,31,1164,0.026632302,71195117,7.509677419,9,50,0.18,71196472,55,1264,0.043512658,71195117,4.136727273,0.035791534,0.085403573,0.728276335,,,
NM_001159905,21,50,0.42,75165330,16,640,0.025,75166220,16.8,9,50,0.18,75165295,5,182,0.027472527,75166220,6.552,2.56E-05,0.085428864,1,,,
NM_001159906,21,50,0.42,75165330,16,640,0.025,75166220,16.8,9,50,0.18,75165295,5,182,0.027472527,75166220,6.552,2.56E-05,0.085428864,1,,,
NM_001033820,21,50,0.42,13008060,57,2387,0.023879346,13006840,17.58842105,7,50,0.14,13008070,27,1282,0.021060842,13006840,6.647407407,3.74E-05,0.085667369,1,,,
NM_175490,8,50,0.16,30785238,60,2165,0.027713626,30786358,5.773333333,7,50,0.14,30785403,27,1251,0.021582734,30786358,6.486666667,0.125069301,0.085667369,0.796879956,,,
NM_001048228,8,50,0.16,164312622,37,1644,0.022506083,164313377,7.109189189,9,50,0.18,164312622,57,1533,0.037181996,164313377,4.841052632,0.041906895,0.085873173,1,,,
NM_025347,7,50,0.14,133920469,85,2018,0.042120912,133921489,3.323764706,9,50,0.18,133920454,57,1642,0.034713764,133921489,5.185263158,0.209931227,0.085873173,0.840915807,,,
NM_026875,7,50,0.14,133920469,85,2018,0.042120912,133921489,3.323764706,9,50,0.18,133920454,57,1642,0.034713764,133921489,5.185263158,0.209931227,0.085873173,0.840915807,,,
NM_025863,11,50,0.22,68848274,267,5658,0.04718982,68847664,4.662022472,11,50,0.22,68848244,300,5136,0.058411215,68847664,3.7664,0.029753381,0.085998307,1,,,
NM_027219,9,50,0.18,78673157,196,4798,0.040850354,78674077,4.406326531,11,50,0.22,78673187,337,5534,0.060896278,78674077,3.612700297,0.083017012,0.086447042,0.984829615,,,
NM_021437,10,50,0.2,55305068,107,2406,0.044472153,55306008,4.497196262,9,50,0.18,55305068,60,1804,0.033259424,55306008,5.412,0.047014504,0.086584103,0.88077771,,,
NM_182927,10,50,0.2,29954006,291,4940,0.058906883,29952666,3.395189003,11,50,0.22,29953901,360,6106,0.058958402,29952666,3.731444444,0.115543576,0.086668251,1,,,
NM_019390,17,50,0.34,88296851,536,7820,0.068542199,88296221,4.960447761,11,50,0.22,88297101,385,7275,0.052920962,88296221,4.157142857,0.010157415,0.08688741,1,,,
NM_025892,9,50,0.18,32099898,25,1227,0.020374898,32100888,8.8344,7,50,0.14,32100183,29,1329,0.021820918,32100888,6.415862069,0.019155892,0.086962882,1,,,
NM_025661,15,50,0.3,98448554,66,2612,0.025267994,98447559,11.87272727,9,50,0.18,98448559,62,2123,0.029203957,98447559,6.163548387,0.002272678,0.086980512,0.918948861,,,
NM_001099792,8,50,0.16,112916356,66,2206,0.029918404,112917316,5.347878788,9,50,0.18,112916366,62,1813,0.034197463,112917316,5.263548387,0.126354,0.086980512,1,,,
NM_001099793,8,50,0.16,112916356,66,2206,0.029918404,112917316,5.347878788,9,50,0.18,112916366,62,1813,0.034197463,112917316,5.263548387,0.126354,0.086980512,1,,,
NM_177374,8,50,0.16,112916356,66,2206,0.029918404,112917316,5.347878788,9,50,0.18,112916366,62,1813,0.034197463,112917316,5.263548387,0.126354,0.086980512,1,,,
NM_177093,8,50,0.16,37868601,561,11361,0.049379456,37869486,3.240213904,11,50,0.22,37868576,435,8837,0.04922485,37869486,4.469287356,0.138818318,0.087214575,0.794579146,,,
NM_018858,9,50,0.18,117737388,65,1797,0.036171397,117736573,4.976307692,9,50,0.18,117737388,64,2012,0.031809145,117736573,5.65875,0.075191186,0.087395003,1,,,
NM_017373,9,50,0.18,53076438,561,10190,0.055053974,53075408,3.269518717,11,50,0.22,53075968,471,9035,0.052130603,53075408,4.220169851,0.179424085,0.087421466,0.992001482,,,
NM_025693,12,50,0.24,21947570,29,1238,0.023424879,21946625,10.24551724,7,50,0.14,21947570,30,1262,0.023771791,21946625,5.889333333,0.010020609,0.087511415,0.858925399,,,
NR_037773,12,50,0.24,21947570,29,1238,0.023424879,21946625,10.24551724,7,50,0.14,21947570,30,1262,0.023771791,21946625,5.889333333,0.010020609,0.087511415,0.858925399,,,
NM_001081196,10,50,0.2,8894016,642,11466,0.055991627,8894891,3.571962617,11,50,0.22,8894021,492,9842,0.049989839,8894891,4.400894309,0.117869197,0.087511415,0.996540778,,,
NM_001098226,29,50,0.58,28487730,840,13715,0.06124681,28486545,9.469880952,11,50,0.22,28487740,629,12406,0.050701274,28486545,4.339141494,4.82E-06,0.088072724,0.451685958,,,
NM_183286,12,50,0.24,77845850,51,1866,0.02733119,77846815,8.781176471,7,50,0.14,77845850,31,1547,0.020038785,77846815,6.986451613,0.012879942,0.088087928,1,,,
NM_001199044,11,50,0.22,35301407,930,12883,0.072188155,35300822,3.047591398,11,50,0.22,35301407,750,11875,0.063157895,35300822,3.483333333,0.149237937,0.088379421,1,,,
NM_020027,11,50,0.22,35301407,930,12883,0.072188155,35300822,3.047591398,11,50,0.22,35301407,750,11875,0.063157895,35300822,3.483333333,0.149237937,0.088379421,1,,,
NM_001077265,14,50,0.28,100407972,889,15231,0.058367803,100406957,4.797165354,11,50,0.22,100407722,859,14526,0.059135344,100406957,3.720279395,0.018013179,0.088564997,1,,,
NM_001077266,14,50,0.28,100407972,889,15231,0.058367803,100406957,4.797165354,11,50,0.22,100407722,859,14526,0.059135344,100406957,3.720279395,0.018013179,0.088564997,1,,,
NM_001077267,14,50,0.28,100407972,889,15231,0.058367803,100406957,4.797165354,11,50,0.22,100407722,859,14526,0.059135344,100406957,3.720279395,0.018013179,0.088564997,1,,,
NM_007516,14,50,0.28,100407972,889,15231,0.058367803,100406957,4.797165354,11,50,0.22,100407722,859,14526,0.059135344,100406957,3.720279395,0.018013179,0.088564997,1,,,
NM_015781,19,50,0.38,110910343,680,14735,0.046148626,110911248,8.234264706,11,50,0.22,110910353,879,15646,0.056180493,110911248,3.915949943,0.000368672,0.08857662,0.329579345,,,
NM_027081,7,50,0.14,89026525,48,2451,0.019583843,89025905,7.14875,7,50,0.14,89026460,32,1676,0.019093079,89025905,7.3325,0.081194202,0.08857662,1,,,
NR_030721,2,50,0.04,114582089,7,334,0.020958084,114582894,1.908571429,7,50,0.14,114582114,32,1485,0.021548822,114582894,6.496875,1,0.08857662,1,,,
NM_138951,9,50,0.18,44610734,110,1952,0.056352459,44610034,3.194181818,9,50,0.18,44610879,72,1694,0.042502952,44610034,4.235,0.169514014,0.088770145,0.970550555,,,
NM_001037713,45,50,0.9,72115156,423,8863,0.047726503,72116131,18.85744681,7,50,0.14,72115156,33,1736,0.019009217,72116131,7.364848485,1.75E-10,0.0890806,0.672938854,,,
NM_015817,10,50,0.2,78996567,26,1363,0.019075569,78995532,10.48461538,7,50,0.14,78996547,33,1754,0.018814139,78995532,7.441212121,0.009838159,0.0890806,0.94323365,,,
NM_001256493,3,50,0.06,22046643,33,1408,0.0234375,22045893,2.56,7,50,0.14,22046643,33,1584,0.020833333,22045893,6.72,0.682944553,0.0890806,0.868048016,,,
NM_011673,18,50,0.36,59202872,1805,26032,0.069337738,59203422,5.191977839,11,50,0.22,59202502,1404,24078,0.058310491,59203422,3.772905983,0.002409698,0.089087974,1,,,
NM_025629,14,50,0.28,79811142,126,2949,0.042726348,79810157,6.553333333,9,50,0.18,79811087,75,1694,0.044273908,79810157,4.0656,0.005152988,0.089219986,1,,,
NM_010688,20,50,0.4,97660956,1985,31342,0.063333546,97661986,6.315768262,11,50,0.22,97661121,1764,29418,0.059963288,97661986,3.668911565,0.000831797,0.089262448,0.743467173,,,
NR_040334,8,50,0.16,31007736,2,104,0.019230769,31006811,8.32,10,50,0.2,31007786,4,135,0.02962963,31006811,6.75,0.091193097,0.089396707,1,,,
NM_001167832,15,50,0.3,134550346,8,423,0.01891253,134549336,15.8625,8,50,0.16,134550346,9,394,0.02284264,134549336,7.004444444,0.000277483,0.089447527,0.884600544,,,
NM_146203,15,50,0.3,134550346,8,423,0.01891253,134549336,15.8625,8,50,0.16,134550346,9,394,0.02284264,134549336,7.004444444,0.000277483,0.089447527,0.884600544,,,
NM_053216,10,50,0.2,108295275,128,2829,0.04524567,108296165,4.4203125,9,50,0.18,108295255,77,2186,0.035224154,108296165,5.11012987,0.047924797,0.089485921,0.973995598,,,
NM_027919,9,50,0.18,117734780,85,2803,0.030324652,117733840,5.935764706,7,50,0.14,117734810,34,1698,0.020023557,117733840,6.991764706,0.077836932,0.08952282,0.797913535,,,
NR_033561,16,50,0.32,7722978,9,367,0.024523161,7723553,13.04888889,6,50,0.12,7722943,4,340,0.011764706,7723553,10.2,0.000596238,0.089802882,1,,,
NM_001033039,6,50,0.12,173290929,0,1,0,173289929,NA,6,50,0.12,173290939,4,326,0.012269939,173289929,9.78,NA,0.089802882,0.77723134,,,
NM_153168,36,50,0.72,123276053,3398,16210,0.209623689,123277058,3.43472631,35,50,0.7,123276048,4429,11180,0.396153846,123277058,1.766990291,0.000595398,0.089825306,0.772684769,,,
NM_201373,22,50,0.44,137592077,182,3309,0.055001511,137591077,7.99978022,9,50,0.18,137592087,80,2067,0.038703435,137591077,4.65075,0.0001914,0.089880674,1,,,
NM_018769,24,50,0.48,50211738,62,3315,0.018702866,50210768,25.66451613,7,50,0.14,50211753,35,2181,0.016047685,50210768,8.724,6.84E-07,0.089940272,0.715379583,,,
NM_001081210,11,50,0.22,79772633,59,1898,0.031085353,79773593,7.077288136,7,50,0.14,79772673,35,1593,0.021971124,79773593,6.372,0.024278783,0.089940272,1,,,
NM_197996,8,50,0.16,61694001,34,1790,0.018994413,61692966,8.423529412,7,50,0.14,61693996,35,1946,0.017985612,61692966,7.784,0.041055951,0.089940272,1,,,
NM_026638,5,50,0.1,134120103,56,1670,0.033532934,134120863,2.982142857,7,50,0.14,134120033,35,1377,0.025417574,134120863,5.508,0.500756788,0.089940272,0.761150634,,,
NM_153136,15,50,0.3,70977779,204,3276,0.062271062,70978654,4.817647059,9,50,0.18,70977664,82,2533,0.032372681,70978654,5.560243902,0.009776995,0.090112843,0.906811243,,,
NM_001172064,13,50,0.26,148380039,47,2603,0.018056089,148381029,14.39957447,7,50,0.14,148380059,36,1732,0.020785219,148381029,6.735555556,0.001658461,0.090361444,1,,,
NM_001172065,13,50,0.26,148380039,47,2603,0.018056089,148381029,14.39957447,7,50,0.14,148380059,36,1732,0.020785219,148381029,6.735555556,0.001658461,0.090361444,1,,,
NR_027817,15,50,0.3,115263960,144,3341,0.043100868,115262985,6.960416667,9,50,0.18,115263970,84,2661,0.03156708,115262985,5.702142857,0.002961903,0.090361444,1,,,
NM_145484,5,50,0.1,22498545,46,2383,0.019303399,22499420,5.180434783,7,50,0.14,22498715,36,1528,0.023560209,22499420,5.942222222,0.250498044,0.090361444,0.914878547,,,
NM_001199246,20,50,0.4,147248216,189,4231,0.044670291,147247246,8.954497354,9,50,0.18,147248216,88,3045,0.028899836,147247246,6.228409091,0.00015905,0.090829845,1,,,
NM_025440,18,50,0.36,21212332,41,954,0.042976939,21211777,8.376585366,12,50,0.24,21212752,50,828,0.060386473,21211777,3.9744,0.000870593,0.091070852,0.735529161,,,
NM_133926,6,50,0.12,113293651,140,5015,0.027916251,113292916,4.298571429,9,50,0.18,113293636,97,3371,0.028774844,113292916,6.255463918,0.152821167,0.09179351,0.697972475,,,
NM_011966,13,50,0.26,54798691,183,4208,0.043488593,54799666,5.978579235,9,50,0.18,54798686,99,2518,0.039316918,54799666,4.578181818,0.00970307,0.091971411,1,,,
NM_001190830,8,50,0.16,74200592,182,5785,0.031460674,74201282,5.085714286,9,50,0.18,74200592,99,3506,0.028237307,74201282,6.374545455,0.135205744,0.091971411,0.715925746,,,
NM_133737,4,50,0.08,57652449,144,5537,0.026006863,57653449,3.076111111,9,50,0.18,57652844,101,3534,0.028579513,57653449,6.298217822,0.42860795,0.092151263,0.475573313,,,
NM_029545,18,50,0.36,53107493,61,2765,0.022061483,53106488,16.31803279,7,50,0.14,53107308,41,1598,0.025657071,53106488,5.456585366,5.83E-05,0.092328757,0.906811243,,,
NM_172372,8,50,0.16,7299465,65,2361,0.027530707,7300375,5.811692308,7,50,0.14,7299420,41,1777,0.023072594,7300375,6.067804878,0.12617103,0.092328757,1,,,
NM_145421,22,50,0.44,80053061,68,2361,0.028801355,80052086,15.27705882,9,50,0.18,80053006,106,3286,0.032258065,80052086,5.58,2.22E-05,0.092567605,0.038034978,,,
NM_029789,15,50,0.3,95119209,165,4657,0.035430535,95120174,8.467272727,9,50,0.18,95119219,107,3666,0.029187125,95120174,6.167102804,0.003054184,0.092633481,1,,,
NM_183287,10,50,0.2,17125234,113,3509,0.032202907,17124199,6.210619469,9,50,0.18,17125234,107,3360,0.031845238,17124199,5.652336449,0.047314571,0.092633481,1,,,
NM_008145,13,50,0.26,68363201,84,1922,0.043704475,68364286,5.949047619,7,50,0.14,68362791,42,1633,0.025719535,68364286,5.443333333,0.008361174,0.092641362,1,,,
NM_026410,8,50,0.16,6085047,28,1320,0.021212121,6086097,7.542857143,7,50,0.14,6085037,42,1942,0.021627188,6086097,6.473333333,0.038951078,0.092641362,0.93373194,,,
NM_026779,17,50,0.34,24812337,135,6683,0.020200509,24813192,16.83125926,7,50,0.14,24812362,43,1937,0.022199277,24813192,6.306511628,0.000183211,0.092966995,1,,,
NM_011161,9,50,0.18,88979996,21,875,0.024,88979036,7.5,7,50,0.14,88979991,43,1794,0.023968785,88979036,5.840930233,0.0567836,0.092966995,0.510359537,,,
NM_026268,28,50,0.56,98725865,224,2713,0.082565426,98726865,6.7825,14,50,0.28,98725865,287,2858,0.100419874,98726865,2.788292683,7.70E-05,0.092974484,0.100615966,,,
NM_001253381,7,50,0.14,117556471,130,5135,0.025316456,117555081,5.53,9,50,0.18,117556096,114,3957,0.028809704,117555081,6.247894737,0.087841968,0.093110915,1,,,
NM_017377,7,50,0.14,117556471,130,5135,0.025316456,117555081,5.53,9,50,0.18,117556096,114,3957,0.028809704,117555081,6.247894737,0.087841968,0.093110915,1,,,
NR_045570,7,50,0.14,117556471,130,5135,0.025316456,117555081,5.53,9,50,0.18,117556096,114,3957,0.028809704,117555081,6.247894737,0.087841968,0.093110915,1,,,
NM_033080,20,50,0.4,36340897,51,2420,0.02107438,36339947,18.98039216,7,50,0.14,36340942,44,1712,0.025700935,36339947,5.447272727,1.11E-05,0.093242354,0.464576004,,,
NR_040386,3,50,0.06,152330057,32,1512,0.021164021,152330877,2.835,7,50,0.14,152330202,44,1844,0.023861171,152330877,5.867272727,0.682944553,0.093242354,1,,,
NM_030700,56,50,1.12,147248847,243,4799,0.050635549,147247882,22.11884774,9,50,0.18,147248867,120,3523,0.034061879,147247882,5.2845,4.42E-14,0.093507833,0.04592757,,,
NM_026837,12,50,0.24,116924629,89,4134,0.021528786,116925594,11.14786517,7,50,0.14,116924634,46,2275,0.02021978,116925594,6.923913043,0.004104917,0.093847519,1,,,
NM_008568,9,50,0.18,138613115,138,3582,0.038525963,138612090,4.672173913,9,50,0.18,138613125,126,3391,0.037157181,138612090,4.844285714,0.081300027,0.093876245,1,,,
NM_010749,8,50,0.16,122259253,156,3976,0.039235412,122260028,4.077948718,9,50,0.18,122259463,127,2996,0.042389853,122260028,4.246299213,0.134340131,0.093918901,1,,,
NM_010589,8,50,0.16,74200592,250,7422,0.033683643,74201282,4.75008,9,50,0.18,74200592,127,4294,0.029576153,74201282,6.085984252,0.136687867,0.093918901,0.578739792,,,
NM_178693,10,50,0.2,29643848,67,2851,0.023500526,29644783,8.510447761,7,50,0.14,29643333,47,2084,0.022552783,29644783,6.207659574,0.013613851,0.094105017,1,,,
NM_009102,9,50,0.18,129525278,84,3323,0.025278363,129524423,7.120714286,7,50,0.14,129525798,48,2063,0.023267087,129524423,6.017083333,0.026362048,0.094379594,1,,,
NM_026373,20,50,0.4,4097366,3,312,0.009615385,4098351,41.6,9,50,0.18,4097671,6,178,0.033707865,4098351,5.34,1.85E-06,0.094379951,0.567033244,,,
NM_007542,27,50,0.54,70729414,1909,10697,0.178461251,70729974,3.025866946,20,50,0.4,70729254,1878,10513,0.178635975,70729974,2.239190628,0.005942415,0.094391707,0.921310011,,,
NM_001113548,14,50,0.28,79811141,255,4759,0.053582685,79810191,5.225568627,9,50,0.18,79811086,139,3315,0.041930618,79810191,4.292805755,0.016815362,0.094542071,1,,,
NR_030709,7,50,0.14,22954694,89,4185,0.021266428,22953714,6.583146067,7,50,0.14,22954699,49,2876,0.017037552,22953714,8.217142857,0.086063272,0.094606778,0.923947777,,,
NM_001145857,5,50,0.1,91297688,94,4795,0.019603754,91298688,5.10106383,7,50,0.14,91297688,49,2321,0.02111159,91298688,6.631428571,0.257672993,0.094606778,0.580047725,,,
NM_029585,9,50,0.18,85992087,179,6425,0.027859922,85991097,6.460893855,9,50,0.18,85991882,141,4750,0.029684211,85991097,6.063829787,0.028463851,0.094615314,1,,,
NM_001038010,26,50,0.52,100573956,61,2565,0.023781676,100572781,21.86557377,7,50,0.14,100573941,50,2319,0.021561018,100572781,6.4932,1.10E-06,0.094814886,0.183498471,,,
NM_020004,26,50,0.52,100573956,61,2565,0.023781676,100572781,21.86557377,7,50,0.14,100573941,50,2319,0.021561018,100572781,6.4932,1.10E-06,0.094814886,0.183498471,,,
NM_172876,15,50,0.3,133130635,108,3995,0.027033792,133131660,11.09722222,7,50,0.14,133130685,50,2379,0.021017234,133131660,6.6612,0.002750778,0.094814886,1,,,
NM_183014,10,50,0.2,22036943,84,3391,0.024771454,22037963,8.073809524,7,50,0.14,22037003,50,1974,0.025329281,22037963,5.5272,0.014257853,0.094814886,1,,,
NR_033514,11,50,0.22,81233811,127,4250,0.029882353,81232831,7.362204724,7,50,0.14,81233556,50,2740,0.018248175,81232831,7.672,0.027964338,0.094814886,0.946446278,,,
NM_001078649,17,50,0.34,4126340,85,2990,0.028428094,4126960,11.96,7,50,0.14,4126030,52,2184,0.023809524,4126960,5.88,0.0007297,0.095278703,0.990906476,,,
NM_025889,17,50,0.34,4126340,85,2990,0.028428094,4126960,11.96,7,50,0.14,4126030,52,2184,0.023809524,4126960,5.88,0.0007297,0.095278703,0.990906476,,,
NM_010044,9,50,0.18,148478247,86,3514,0.024473534,148479262,7.354883721,7,50,0.14,148478257,52,2455,0.021181263,148479262,6.609615385,0.026447422,0.095278703,1,,,
NM_001146060,8,50,0.16,110783081,51,3040,0.016776316,110783826,9.537254902,7,50,0.14,110782696,52,2506,0.0207502,110783826,6.746923077,0.044704852,0.095278703,1,,,
NM_028890,6,50,0.12,55224475,245,6312,0.038814956,55223745,3.091591837,9,50,0.18,55224675,159,4262,0.037306429,55223745,4.82490566,0.338903314,0.095324037,0.570207956,,,
NM_001164827,23,50,0.46,119034751,101,3893,0.025944002,119035456,17.73049505,7,50,0.14,119034341,53,2207,0.024014499,119035456,5.829811321,1.63E-05,0.095451093,0.843160005,,,
NM_028054,23,50,0.46,119034751,101,3893,0.025944002,119035456,17.73049505,7,50,0.14,119034341,53,2207,0.024014499,119035456,5.829811321,1.63E-05,0.095451093,0.843160005,,,
NM_026137,17,50,0.34,7709699,96,3848,0.024948025,7708984,13.62833333,7,50,0.14,7709684,53,2506,0.021149242,7708984,6.619622642,0.000157597,0.095451093,1,,,
NR_029428,17,50,0.34,7709698,96,3841,0.024993491,7708973,13.60354167,7,50,0.14,7709683,53,2506,0.021149242,7708973,6.619622642,0.000157597,0.095451093,1,,,
NM_001146059,8,50,0.16,110783083,51,3088,0.016515544,110783678,9.687843137,7,50,0.14,110782693,53,2569,0.020630596,110783678,6.786037736,0.044704852,0.095451093,1,,,
NM_146228,8,50,0.16,110783083,51,3088,0.016515544,110783678,9.687843137,7,50,0.14,110782693,53,2569,0.020630596,110783678,6.786037736,0.044704852,0.095451093,1,,,
NM_011065,37,50,0.74,68912418,337,7028,0.047951053,68913458,15.43240356,9,50,0.18,68912433,170,4905,0.034658512,68913458,5.193529412,2.53E-08,0.095662506,0.441013412,,,
NM_013691,16,50,0.32,89019129,86,3845,0.02236671,89020109,14.30697674,7,50,0.14,89018839,54,3053,0.01768752,89020109,7.915185185,0.000291413,0.095662506,0.991341063,,,
NM_134101,25,50,0.5,20651760,231,6121,0.037738932,20652725,13.24891775,9,50,0.18,20651760,177,5363,0.033003916,20652725,5.453898305,7.47E-06,0.095867448,0.443199051,,,
NR_027485,25,50,0.5,20651760,231,6121,0.037738932,20652725,13.24891775,9,50,0.18,20651760,177,5363,0.033003916,20652725,5.453898305,7.47E-06,0.095867448,0.443199051,,,
NM_023209,6,50,0.12,66424683,44,1835,0.023978202,66425748,5.004545455,7,50,0.14,66424688,55,2165,0.025404157,66425748,5.510909091,0.143087846,0.095867448,1,,,
NM_176958,31,50,0.62,44637344,265,7847,0.033770868,44638344,18.35901887,9,50,0.18,44637344,180,5843,0.030806093,44638344,5.843,1.67E-07,0.095953831,0.262180295,,,
NM_010276,16,50,0.32,11631579,240,6678,0.035938904,11632594,8.904,7,50,0.14,11631969,56,2229,0.025123374,11632594,5.5725,0.00184176,0.096035012,0.698741828,,,
NM_144939,10,50,0.2,47832016,83,3185,0.026059655,47833156,7.674698795,7,50,0.14,47831971,56,2287,0.024486226,47833156,5.7175,0.014228314,0.096035012,1,,,
NM_178253,10,50,0.2,70342819,103,4610,0.022342733,70343819,8.951456311,7,50,0.14,70342859,56,2899,0.019317006,70343819,7.2475,0.014761737,0.096035012,1,,,
NM_146127,9,50,0.18,151805885,191,5633,0.033907332,151804955,5.308586387,9,50,0.18,151805875,184,5292,0.034769463,151804955,5.176956522,0.08290598,0.096039199,1,,,
NM_024221,37,50,0.74,9005506,89,3195,0.027856025,9004506,26.56516854,7,50,0.14,9005511,57,2479,0.022993142,9004506,6.08877193,5.83E-10,0.0962156,0.102893588,,,
NM_009860,11,50,0.22,34911187,67,3530,0.01898017,34910187,11.59104478,7,50,0.14,34911187,57,2981,0.0191211,34910187,7.321754386,0.007204658,0.0962156,1,,,
NM_026017,12,50,0.24,69794255,272,6593,0.041255877,69795670,5.817352941,9,50,0.18,69794940,197,5069,0.038863681,69795670,4.631573604,0.017446977,0.096377872,1,,,
NM_001025296,9,50,0.18,148478247,95,3947,0.024068913,148479262,7.478526316,7,50,0.14,148478257,58,2817,0.020589279,148479262,6.799655172,0.026813435,0.096389699,1,,,
NM_175271,8,50,0.16,104116334,147,5515,0.026654578,104116964,6.002721088,7,50,0.14,104115989,58,2500,0.0232,104116964,6.034482759,0.050231254,0.096389699,0.641030223,,,
NM_026468,13,50,0.26,102501428,263,5727,0.045922822,102500478,5.661673004,9,50,0.18,102501703,210,4868,0.043138866,102500478,4.172571429,0.010116134,0.096672914,1,,,
NM_001177986,14,50,0.28,98615118,71,2006,0.035393819,98614253,7.910985915,7,50,0.14,98615113,60,2226,0.026954178,98614253,5.194,0.004349693,0.096729081,0.896621272,,,
NR_045820,11,50,0.22,123439123,102,3770,0.027055703,123440363,8.131372549,7,50,0.14,123439108,60,2636,0.02276176,123440363,6.150666667,0.007966145,0.096729081,1,,,
NM_026417,9,50,0.18,74888828,104,3948,0.026342452,74889833,6.833076923,7,50,0.14,74889133,60,2426,0.024732069,74889833,5.660666667,0.027095407,0.096729081,1,,,
NM_007974,4,50,0.08,96295180,31,1386,0.022366522,96294195,3.576774194,7,50,0.14,96295190,60,2416,0.024834437,96294195,5.637333333,0.418146216,0.096729081,1,,,
NM_026369,16,50,0.32,154613757,258,5337,0.048341765,154614672,6.619534884,9,50,0.18,154613762,218,4916,0.044344996,154614672,4.059082569,0.005988662,0.096806064,0.94462893,,,
NM_001081430,20,50,0.4,49791907,284,7451,0.038115689,49792902,10.4943662,9,50,0.18,49792117,229,6394,0.035814826,49792902,5.025851528,0.000179404,0.09702507,0.696619477,,,
NM_011992,24,50,0.48,55889817,262,8194,0.031974616,55890652,15.0119084,9,50,0.18,55889802,230,6880,0.033430233,55890652,5.384347826,1.49E-05,0.097035282,0.282411105,,,
NM_025975,9,50,0.18,9240079,62,2724,0.022760646,9239109,7.908387097,7,50,0.14,9239924,62,2278,0.027216857,9239109,5.143870968,0.025030054,0.097055383,1,,,
NM_199304,23,50,0.46,154439394,91,4473,0.020344288,154440104,22.61076923,7,50,0.14,154439394,63,3100,0.020322581,154440104,6.888888889,2.25E-06,0.097210682,0.52605074,,,
NM_028711,8,50,0.16,43804079,121,6056,0.019980185,43802964,8.007933884,7,50,0.14,43804084,63,3106,0.020283323,43802964,6.902222222,0.049551407,0.097210682,0.937101584,,,
