HOMERcalled.RefSeq.ID,SH.1.promoter.count,SH.1.promoter.50bp,SH.1.promoter.density,SH.1.promoter.StartSite,SH.1.body.count,SH.1.mapped.length,SH.1.body.density,SH.1.body.StartSite,SH.1.pausing.ratio,SH.2.promoter.count,SH.2.promoter.50bp,SH.2.promoter.density,SH.2.promoter.StartSite,SH.2.body.count,SH.2.mapped.length,SH.2.body.density,SH.2.body.StartSite,SH.2.pausing.ratio,SH-1-Pausing-pValue,SH-2-Pausing-pValue,SH-1-2-Change-pValue
NM_001098226,53,50,1.06,28487730,1335,12894,0.103536529,28486545,10.23793258,41,50,0.82,28487730,1585,13815,0.114730366,28486545,7.147192429,4.52E-11,2.58E-07,0.224006415
NM_011566,53,50,1.06,28487730,1379,13099,0.105275212,28486750,10.06884699,41,50,0.82,28487730,1629,14018,0.116207733,28486750,7.056329036,4.58E-11,2.59E-07,0.225159317
NM_001081144,32,50,0.64,39075970,458,7482,0.061213579,39075065,10.45519651,33,50,0.66,39076000,498,8372,0.059483994,39075065,11.09542169,4.32E-07,2.60E-07,1
NM_001177902,32,50,0.64,39075970,458,7482,0.061213579,39075065,10.45519651,33,50,0.66,39076000,498,8372,0.059483994,39075065,11.09542169,4.32E-07,2.60E-07,1
NM_033606,42,50,0.84,83007978,285,3486,0.081755594,83008838,10.27452632,35,50,0.7,83007983,280,3640,0.076923077,83008838,9.1,1.41E-08,2.66E-07,0.847122458
NM_001177986,74,50,1.48,98615088,251,2634,0.095292331,98614253,15.53115538,37,50,0.74,98615118,219,2400,0.09125,98614253,8.109589041,2.50E-17,2.68E-07,0.103428812
NM_001199045,32,50,0.64,86358453,182,4357,0.041771861,86359493,15.32131868,29,50,0.58,86358448,149,4085,0.036474908,86359493,15.90134228,3.87E-08,2.74E-07,0.973092753
NM_001199046,32,50,0.64,86358453,182,4357,0.041771861,86359493,15.32131868,29,50,0.58,86358448,149,4085,0.036474908,86359493,15.90134228,3.87E-08,2.74E-07,0.973092753
NM_001199047,32,50,0.64,86358453,182,4357,0.041771861,86359493,15.32131868,29,50,0.58,86358448,149,4085,0.036474908,86359493,15.90134228,3.87E-08,2.74E-07,0.973092753
NM_019756,32,50,0.64,86358453,182,4357,0.041771861,86359493,15.32131868,29,50,0.58,86358448,149,4085,0.036474908,86359493,15.90134228,3.87E-08,2.74E-07,0.973092753
NM_153176,65,50,1.3,125589703,1598,18205,0.087778083,125590408,14.81007509,36,50,0.72,125589698,1502,19085,0.07870055,125590408,9.148601864,2.89E-14,2.76E-07,0.090571017
NM_011657,45,50,0.9,128305844,1412,19039,0.074163559,128304869,12.13533994,36,50,0.72,128305679,1538,20799,0.073945863,128304869,9.736853056,1.13E-09,2.77E-07,0.495861669
NM_199470,42,50,0.84,55260476,182,3166,0.057485786,55259201,14.61230769,32,50,0.64,55260476,196,3326,0.058929645,55259201,10.86040816,2.59E-10,2.77E-07,0.533907953
NM_008989,41,50,0.82,36440806,305,3718,0.082033351,36441816,9.995934426,35,50,0.7,36440806,297,3933,0.075514874,36441816,9.26969697,2.80E-08,2.77E-07,0.896104968
NM_021328,46,50,0.92,70499957,1454,20291,0.071657385,70500952,12.83887208,36,50,0.72,70499962,1583,21674,0.073036818,70500952,9.858041693,6.16E-10,2.78E-07,0.449869808
NM_001114096,46,50,0.92,127896367,1541,18460,0.08347779,127897292,11.02089552,36,50,0.72,127896367,1652,19248,0.085827099,127897292,8.388958838,6.26E-10,2.80E-07,0.49778168
NM_001114097,46,50,0.92,127896367,1541,18460,0.08347779,127897292,11.02089552,36,50,0.72,127896367,1652,19248,0.085827099,127897292,8.388958838,6.26E-10,2.80E-07,0.49778168
NM_198160,46,50,0.92,127896367,1541,18460,0.08347779,127897292,11.02089552,36,50,0.72,127896367,1652,19248,0.085827099,127897292,8.388958838,6.26E-10,2.80E-07,0.49778168
NR_045696,58,50,1.16,124967596,157,1496,0.104946524,124968556,11.05324841,43,50,0.86,124967601,189,1444,0.130886427,124968556,6.570582011,2.64E-12,2.80E-07,0.210039985
NR_045598,66,50,1.32,145199122,14,258,0.054263566,145200072,24.32571429,40,50,0.8,145199117,3,76,0.039473684,145200072,20.26666667,2.77E-17,2.82E-07,0.48338274
NM_001177302,35,50,0.7,98798977,2538,25124,0.101018946,98800032,6.929393223,41,50,0.82,98798572,3312,27629,0.119874045,98800032,6.840513285,1.95E-06,2.83E-07,0.905679438
NM_009024,35,50,0.7,98798975,2539,25146,0.100970333,98800010,6.932729421,41,50,0.82,98798570,3312,27651,0.11977867,98800010,6.845960145,1.95E-06,2.83E-07,0.905679438
NR_045820,59,50,1.18,123439258,248,4060,0.061083744,123440363,19.31774194,32,50,0.64,123439253,202,4271,0.047295715,123440363,13.53188119,2.10E-14,2.84E-07,0.370223908
NM_011929,66,50,1.32,147412641,2744,23187,0.118342174,147411876,11.15409621,36,50,0.72,147412506,1915,21757,0.088017649,147411876,8.180177546,1.16E-13,2.85E-07,0.607034186
NM_001190179,44,50,0.88,80479656,881,10991,0.080156492,80480421,10.9785244,33,50,0.66,80479656,669,10686,0.062605278,80480421,10.54224215,1.77E-09,2.88E-07,1
NM_001166413,49,50,0.98,126627269,846,5316,0.159142212,126625879,6.158014184,45,50,0.9,126627274,913,5613,0.162658115,126625879,5.533077766,2.86E-08,2.88E-07,0.791317378
NM_028027,49,50,0.98,126627270,847,5358,0.158081374,126626110,6.199338843,45,50,0.9,126627275,916,5678,0.16132441,126626110,5.578820961,2.86E-08,2.89E-07,0.791317378
NM_001025365,52,50,1.04,147242633,367,4335,0.084659746,147241828,12.28446866,35,50,0.7,147242643,316,4433,0.071283555,147241828,9.819936709,3.15E-11,2.89E-07,0.650010416
NM_001081213,26,50,0.52,29722885,2224,25114,0.088556184,29721910,5.871978417,36,50,0.72,29722900,2188,25754,0.084957676,29721910,8.474808044,7.91E-05,2.90E-07,0.531334736
NM_001166506,42,50,0.84,116976131,2525,28821,0.087609729,116977486,9.587976238,36,50,0.72,116976116,2437,29920,0.081450535,116977486,8.839720968,7.77E-09,2.93E-07,0.908631123
NM_001166507,42,50,0.84,116976131,2525,28821,0.087609729,116977486,9.587976238,36,50,0.72,116976116,2437,29920,0.081450535,116977486,8.839720968,7.77E-09,2.93E-07,0.908631123
NM_028777,42,50,0.84,116976131,2525,28821,0.087609729,116977486,9.587976238,36,50,0.72,116976116,2437,29920,0.081450535,116977486,8.839720968,7.77E-09,2.93E-07,0.908631123
NM_013499,36,50,0.72,196957584,538,10295,0.052258378,196956764,13.77769517,30,50,0.6,196957584,482,11374,0.042377352,196956764,14.15850622,3.78E-08,2.93E-07,0.983067488
NM_009826,32,50,0.64,6204753,2454,32738,0.074958764,6205743,8.53802771,36,50,0.72,6204753,2583,36200,0.071353591,6205743,10.09059233,2.74E-06,2.94E-07,0.98823217
NM_001177812,35,50,0.7,46673666,2819,35978,0.078353438,46674596,8.933877261,36,50,0.72,46673276,3101,39087,0.079335841,46674596,9.075343438,4.91E-07,2.99E-07,0.989097558
NM_146099,35,50,0.7,46673666,2819,35978,0.078353438,46674596,8.933877261,36,50,0.72,46673276,3101,39087,0.079335841,46674596,9.075343438,4.91E-07,2.99E-07,0.989097558
NM_001037737,27,50,0.54,95238322,2828,38144,0.074140101,95239312,7.283507779,36,50,0.72,95238322,3137,41641,0.075334406,95239312,9.557386038,4.61E-05,2.99E-07,0.837853912
NM_009709,27,50,0.54,95238322,2828,38144,0.074140101,95239312,7.283507779,36,50,0.72,95238322,3137,41641,0.075334406,95239312,9.557386038,4.61E-05,2.99E-07,0.837853912
NM_001007578,37,50,0.74,131285913,24,542,0.044280443,131284958,16.71166667,32,50,0.64,131285908,34,581,0.058519793,131284958,10.93647059,1.38E-09,3.02E-07,0.547736076
NM_015754,28,50,0.56,144376605,218,3703,0.058871186,144375595,9.512293578,32,50,0.64,144376595,218,3780,0.057671958,144375595,11.09724771,3.65E-06,3.03E-07,0.925026902
NM_026352,44,50,0.88,79395676,698,7921,0.088120187,79396311,9.986361032,38,50,0.76,79395281,741,8541,0.086757991,79396311,8.76,7.91E-09,3.07E-07,0.710380976
NM_001033311,27,50,0.54,117768795,580,12553,0.046204095,117770275,11.68727586,30,50,0.6,117768775,555,12527,0.044304303,117770275,13.5427027,1.94E-06,3.08E-07,0.871299011
NM_010049,55,50,1.1,93125153,1044,15665,0.066645388,93125738,16.5052682,33,50,0.66,93125128,857,15400,0.055649351,93125738,11.85997666,2.63E-13,3.08E-07,0.512723108
NM_175375,35,50,0.7,36720327,5776,62936,0.091775772,36721257,7.627285319,36,50,0.72,36720607,5281,64220,0.082232949,36721257,8.755614467,2.04E-06,3.09E-07,0.900494181
NM_018776,50,50,1,79894447,960,16037,0.05986157,79893457,16.70520833,33,50,0.66,79894447,919,16593,0.055384801,79893457,11.91662677,6.49E-12,3.13E-07,0.392850589
NM_173015,47,50,0.94,116159729,409,5136,0.079633956,116160699,11.80400978,35,50,0.7,116159734,361,5309,0.06799774,116160699,10.29445983,1.61E-10,3.14E-07,0.812093198
NM_025888,54,50,1.08,29089681,738,9238,0.079887422,29091161,13.51902439,38,50,0.76,29089696,802,9055,0.088569851,29091161,8.580798005,2.94E-12,3.15E-07,0.24657446
NM_146183,26,50,0.52,25292556,430,3797,0.113247301,25293106,4.59172093,35,50,0.7,25292556,363,4387,0.082744472,25293106,8.459779614,0.000572041,3.15E-07,0.328108561
NM_031998,38,50,0.76,30643732,529,11298,0.046822446,30642682,16.23153119,30,50,0.6,30643732,600,13664,0.043911007,30642682,13.664,1.52E-09,3.15E-07,0.483139338
NM_001048143,45,50,0.9,116159731,421,5306,0.079344139,116160486,11.34299287,35,50,0.7,116159736,370,5426,0.068190195,116160486,10.26540541,6.00E-10,3.18E-07,0.903090248
NM_015791,19,50,0.38,59029926,523,11994,0.043605136,59030931,8.71456979,30,50,0.6,59029926,622,13924,0.044671072,59030931,13.43151125,0.000263769,3.18E-07,0.721496562
NM_001253822,38,50,0.76,94325798,36,886,0.040632054,94324553,18.70444444,31,50,0.62,94325813,26,559,0.046511628,94324553,13.33,4.84E-10,3.19E-07,1
NM_008393,38,50,0.76,94325798,36,886,0.040632054,94324553,18.70444444,31,50,0.62,94325813,26,559,0.046511628,94324553,13.33,4.84E-10,3.19E-07,1
NM_026213,37,50,0.74,5135755,964,16145,0.059708888,5136560,12.39346473,33,50,0.66,5135740,1034,18196,0.056825676,5136560,11.61446809,2.49E-08,3.21E-07,0.797339037
NM_010516,114,50,2.28,145312739,613,1970,0.311167513,145311949,7.327243067,58,50,1.16,145312739,554,1932,0.286749482,145311949,4.04534296,2.60E-19,3.22E-07,0.011892358
NM_001111017,60,50,1.2,6079729,1032,17504,0.058957952,6078739,20.35348837,33,50,0.66,6079739,1058,18760,0.056396588,6078739,11.70283554,9.76E-15,3.22E-07,0.054975006
NM_177311,60,50,1.2,6079729,1032,17504,0.058957952,6078739,20.35348837,33,50,0.66,6079739,1058,18760,0.056396588,6078739,11.70283554,9.76E-15,3.22E-07,0.054975006
NM_025645,35,50,0.7,130037414,1220,16568,0.073635925,130038379,9.506229508,33,50,0.66,130037419,1072,16383,0.065433681,130038379,10.08654851,4.42E-07,3.23E-07,0.986825324
NM_145836,48,50,0.96,88225749,266,1633,0.162890386,88224764,5.893533835,48,50,0.96,88225749,383,2037,0.1880216,88224764,5.105796345,6.85E-08,3.24E-07,0.359146218
NR_002846,38,50,0.76,174120882,843,8382,0.100572656,174119937,7.556725979,38,50,0.76,174120897,899,8738,0.102883955,174119937,7.386963293,2.95E-07,3.25E-07,0.990558994
NM_054051,42,50,0.84,97606463,1293,17222,0.075078388,97605018,11.18830626,33,50,0.66,97606463,1134,17055,0.066490765,97605018,9.926190476,6.84E-09,3.27E-07,0.946087432
NM_198021,45,50,0.9,89149035,1183,21707,0.054498549,89148030,16.51420118,33,50,0.66,89149035,1151,22941,0.050172181,89148030,13.15470026,1.75E-10,3.28E-07,0.589869708
NM_172307,29,50,0.58,154036512,1081,20274,0.053319523,154035647,10.87781684,33,50,0.66,154036527,1177,22902,0.051392891,154035647,12.84224299,3.34E-06,3.29E-07,1
NM_025824,71,50,1.42,58450000,1658,9456,0.175338409,58450980,8.098624849,45,50,0.9,58449995,1497,9659,0.154984988,58450980,5.807014028,5.33E-13,3.30E-07,0.297521837
NM_177884,34,50,0.68,81873668,1262,19245,0.065575474,81874663,10.36973059,33,50,0.66,81873673,1291,21026,0.061400171,81874663,10.74915569,1.68E-07,3.34E-07,1
NM_175352,30,50,0.6,115584909,397,5637,0.070427532,115583984,8.519395466,35,50,0.7,115584909,406,5858,0.069306931,115583984,10.1,6.18E-06,3.34E-07,0.935454432
NM_134009,37,50,0.74,80959058,409,5462,0.074880996,80958108,9.882347188,35,50,0.7,80959053,407,5711,0.071265978,80958108,9.822358722,9.13E-08,3.35E-07,1
NM_133724,25,50,0.5,37139908,18,226,0.079646018,37138918,6.277777778,39,50,0.78,37139913,25,285,0.087719298,37138918,8.892,0.000425664,3.35E-07,0.996876483
NR_003363,24,50,0.48,79252104,5,196,0.025510204,79250884,18.816,31,50,0.62,79252329,7,201,0.034825871,79250884,17.80285714,6.11E-06,3.38E-07,1
NM_008255,117,50,2.34,97440476,11360,20104,0.565061679,97439891,4.141140845,65,50,1.3,97440476,7130,19788,0.360319385,97439891,3.607910238,7.25E-14,3.39E-07,0.779928156
NM_008815,53,50,1.06,101646314,1393,10888,0.127939015,101645624,8.285197416,38,50,0.76,101646439,1090,10288,0.105948678,101645624,7.173284404,9.72E-10,3.41E-07,0.958660595
NM_010331,30,50,0.6,76161984,82,1374,0.059679767,76162724,10.05365854,29,50,0.58,76161414,51,1158,0.044041451,76162724,13.16941176,1.69E-06,3.42E-07,0.534686858
NM_011982,26,50,0.52,94074875,1962,28015,0.07003391,94075450,7.424974516,33,50,0.66,94074880,1537,27607,0.055674286,94075450,11.85466493,7.86E-05,3.43E-07,0.328475652
NM_029582,48,50,0.96,11134655,1597,27983,0.057070364,11133625,16.82134001,33,50,0.66,11134750,1735,31034,0.055906425,11133625,11.80544092,2.86E-11,3.48E-07,0.25365332
NM_013508,71,50,1.42,92773504,8035,50715,0.158434388,92772904,8.962700685,43,50,0.86,92773529,7148,51801,0.137989614,92772904,6.232353106,1.87E-13,3.49E-07,0.231392342
NM_010183,35,50,0.7,134628895,493,3588,0.137402453,134629735,5.094523327,42,50,0.84,134628890,493,3673,0.134222706,134629735,6.258255578,1.51E-05,3.49E-07,0.805668357
NM_029391,25,50,0.5,27963722,286,4456,0.064183124,27962902,7.79020979,32,50,0.64,27963622,277,4864,0.056949013,27962902,11.23812274,2.66E-05,3.60E-07,0.679827283
NM_025800,31,50,0.62,31275243,1398,15026,0.093038733,31274363,6.663891273,38,50,0.76,31275238,1486,15286,0.097213136,31274363,7.817873486,1.67E-05,3.63E-07,0.895837896
NM_147176,26,50,0.52,94074875,3222,51038,0.063129433,94075450,8.237045313,33,50,0.66,94074880,2662,50779,0.052423246,94075450,12.58983471,2.12E-05,3.63E-07,0.390856773
NM_172529,22,50,0.44,25377071,32,941,0.034006376,25376061,12.93875,27,50,0.54,25377066,26,941,0.027630181,25376061,19.54384615,2.78E-05,3.65E-07,0.680462778
NM_028469,37,50,0.74,139936468,1224,29594,0.041359735,139935488,17.89179739,30,50,0.6,139936453,1203,29753,0.040432898,139935488,14.8394015,3.97E-09,3.66E-07,0.791317378
NM_010813,43,50,0.86,74644441,1741,10205,0.170602646,74645426,5.040953475,47,50,0.94,74644426,1810,10087,0.179438882,74645426,5.238552486,2.65E-06,3.67E-07,0.994513522
NM_178639,37,50,0.74,85282996,1516,33827,0.044816271,85282416,16.51186016,30,50,0.6,85283486,1272,32690,0.038910982,85282416,15.41981132,4.15E-09,3.69E-07,1
NM_027905,32,50,0.64,88919552,482,6355,0.075845791,88920537,8.438174274,35,50,0.7,88919217,503,6712,0.074940405,88920537,9.340755467,2.03E-06,3.70E-07,1
NM_016699,50,50,1,147932601,1603,16247,0.098664369,147933536,10.13537118,38,50,0.76,147932561,1673,16667,0.100377992,147933536,7.571380753,2.97E-10,3.70E-07,0.470233739
NM_080843,55,50,1.1,47897033,559,7601,0.073542955,47897818,14.95724508,35,50,0.7,47897043,515,7499,0.068675823,47897818,10.19281553,1.20E-12,3.74E-07,0.363889037
NM_001164745,42,50,0.84,129498022,3865,22239,0.173793786,129498952,4.83331436,45,50,0.9,129498042,3608,22465,0.160605386,129498952,5.603797118,4.76E-06,3.74E-07,0.871161328
NM_175310,55,50,1.1,151476492,5412,73916,0.073218248,151477402,15.02357724,33,50,0.66,151476497,4733,74496,0.063533613,151477402,10.38820199,3.12E-12,3.76E-07,0.375507511
NM_001164620,44,50,0.88,4060601,264,6144,0.04296875,4059296,20.48,32,50,0.64,4060596,300,6445,0.046547711,4059296,13.74933333,1.36E-11,3.78E-07,0.332464853
NM_177616,44,50,0.88,4060601,264,6144,0.04296875,4059296,20.48,32,50,0.64,4060596,300,6445,0.046547711,4059296,13.74933333,1.36E-11,3.78E-07,0.332464853
NM_001025392,59,50,1.18,20032295,4135,23997,0.172313206,20033275,6.847995163,45,50,0.9,20032270,4184,24845,0.168404105,20033275,5.344287763,6.25E-10,3.79E-07,0.481070024
NM_001025393,59,50,1.18,20032295,4135,23997,0.172313206,20033275,6.847995163,45,50,0.9,20032270,4184,24845,0.168404105,20033275,5.344287763,6.25E-10,3.79E-07,0.481070024
NM_153787,59,50,1.18,20032295,4135,23997,0.172313206,20033275,6.847995163,45,50,0.9,20032270,4184,24845,0.168404105,20033275,5.344287763,6.25E-10,3.79E-07,0.481070024
NM_027874,37,50,0.74,120852337,4081,25262,0.161546988,120851647,4.58071061,45,50,0.9,120852347,4204,25736,0.163350948,120851647,5.509609895,2.11E-05,3.79E-07,0.825186153
NM_139059,37,50,0.74,120852337,4081,25262,0.161546988,120851647,4.58071061,45,50,0.9,120852347,4204,25736,0.163350948,120851647,5.509609895,2.11E-05,3.79E-07,0.825186153
NM_001033441,46,50,0.92,90054707,398,3994,0.099649474,90055742,9.232361809,37,50,0.74,90054722,340,3963,0.085793591,90055742,8.625352941,1.57E-09,3.80E-07,0.991279096
NM_009655,47,50,0.94,52453295,8240,113240,0.072765807,52452110,12.91815534,33,50,0.66,52453295,6945,111658,0.062198857,52452110,10.61112743,4.28E-10,3.81E-07,0.768919769
NM_013625,32,50,0.64,74537861,6410,38934,0.164637592,74536886,3.887326053,45,50,0.9,74537881,6434,41030,0.156812089,74536886,5.739353435,0.000242371,3.89E-07,0.484439063
NM_080643,38,50,0.76,115674941,257,5449,0.047164617,115673906,16.11377432,29,50,0.58,115674946,235,5347,0.043949878,115673906,13.19685106,6.21E-09,3.94E-07,0.83207841
NM_008817,47,50,0.94,6683110,227,4978,0.045600643,6682130,20.61374449,29,50,0.58,6683110,237,5773,0.041053179,6682130,14.12801688,1.11E-11,3.96E-07,0.228269098
NM_011838,23,50,0.46,74583159,192,2259,0.08499336,74582409,5.4121875,39,50,0.78,74583159,294,2565,0.114619883,74582409,6.805102041,0.000815221,3.98E-07,0.974713586
NM_001242419,52,50,1.04,81891569,9674,70658,0.136913018,81892519,7.596063676,45,50,0.9,81891564,11734,76059,0.154274971,81892519,5.83373956,2.32E-09,3.98E-07,0.367557316
NM_178682,52,50,1.04,81891569,9674,70658,0.136913018,81892519,7.596063676,45,50,0.9,81891564,11734,76059,0.154274971,81892519,5.83373956,2.32E-09,3.98E-07,0.367557316
NM_001164216,38,50,0.76,155969964,24,311,0.077170418,155970889,9.848333333,34,50,0.68,155969969,25,366,0.068306011,155970889,9.9552,1.78E-07,4.08E-07,0.942134393
NM_011609,50,50,1,125299786,1008,9001,0.111987557,125300741,8.929563492,40,50,0.8,125300131,1034,9222,0.112123184,125300741,7.135009671,1.17E-09,4.10E-07,0.62699195
NM_001111102,131,50,2.62,88307139,4463,16146,0.276415211,88306254,9.478494286,57,50,1.14,88307139,4419,16421,0.269106632,88306254,4.236238968,8.72E-25,4.16E-07,9.39E-06
NM_146122,54,50,1.08,38142614,8812,178560,0.049350358,38141904,21.88433954,30,50,0.6,38142609,8559,192952,0.044358182,38141904,13.52625307,9.08E-14,4.17E-07,0.10951208
NM_019880,12,50,0.24,29484404,2681,12404,0.216139955,29483849,1.110391645,51,50,1.02,29484399,2794,12943,0.215869582,29483849,4.725075161,1,4.17E-07,7.64E-05
NM_173732,68,50,1.36,127114141,994,10608,0.093702866,127115121,14.51396378,35,50,0.7,127114141,702,9877,0.071074213,127115121,9.848860399,3.09E-15,4.18E-07,0.4531948
NM_030139,25,50,0.5,53599617,328,5967,0.054968996,53600577,9.096036585,29,50,0.58,53599622,274,6343,0.043197225,53600577,13.42678832,2.79E-05,4.33E-07,0.600047497
NM_144863,48,50,0.96,32997014,1441,11991,0.120173463,32997879,7.988452464,40,50,0.8,32996974,1319,11886,0.11097089,32997879,7.209097801,4.30E-09,4.34E-07,0.957324018
NM_153514,37,50,0.74,70205067,718,10437,0.068793715,70204352,10.75679666,35,50,0.7,70205067,800,11188,0.071505184,70204352,9.7895,1.18E-07,4.35E-07,0.84823199
NM_011508,114,50,2.28,100181520,525,663,0.791855204,100182310,2.879314286,94,50,1.88,100181535,479,699,0.685264664,100182310,2.743465553,8.90E-09,4.35E-07,0.845553598
NM_147151,67,50,1.34,35035029,1417,10725,0.132121212,35036444,10.14220183,40,50,0.8,35035044,1381,11152,0.12383429,35036444,6.460246198,2.49E-13,4.38E-07,0.119041472
NM_028453,45,50,0.9,138469837,482,8268,0.058297049,138468862,15.43817427,32,50,0.64,138469837,400,7757,0.051566327,138468862,12.4112,1.07E-10,4.41E-07,0.849998424
NM_025356,59,50,1.18,135101373,5264,23304,0.225883968,135102723,5.223920973,51,50,1.02,135101373,5224,24236,0.21554712,135102723,4.732143951,7.03E-09,4.45E-07,0.822692873
NM_025277,54,50,1.08,59048133,264,3488,0.075688073,59049028,14.26909091,34,50,0.68,59048128,242,3296,0.07342233,59049028,9.261487603,8.02E-13,4.45E-07,0.424375783
NM_027977,38,50,0.76,150434279,343,7502,0.045721141,150433259,16.62250729,29,50,0.58,150434294,287,7768,0.036946447,150433259,15.69839721,8.00E-09,4.45E-07,0.981674776
NM_001204156,52,50,1.04,28487731,1282,12647,0.101367913,28486291,10.25965679,40,50,0.8,28487731,1546,13576,0.113877431,28486291,7.025097025,8.18E-11,4.47E-07,0.215265584
NM_001013389,29,50,0.58,25112173,541,9322,0.058034756,25111248,9.994011091,32,50,0.64,25112168,418,8920,0.046860987,25111248,13.65741627,2.90E-06,4.50E-07,0.507978952
NM_001159593,82,50,1.64,129024569,962,4797,0.200542005,129025509,8.177837838,44,50,0.88,129024534,718,4752,0.151094276,129025509,5.824178273,9.32E-15,4.52E-07,0.347967182
NM_001113211,68,50,1.36,127114141,1309,14656,0.089314956,127115121,15.22701299,35,50,0.7,127114141,937,13357,0.070150483,127115121,9.978548559,3.86E-15,4.53E-07,0.412127822
NM_001172113,57,50,1.14,24664783,1259,12668,0.099384275,24663883,11.47062748,35,50,0.7,24664778,950,12006,0.079127103,24663883,8.846526316,3.77E-12,4.54E-07,0.727149373
NM_001172114,57,50,1.14,24664783,1259,12668,0.099384275,24663883,11.47062748,35,50,0.7,24664778,950,12006,0.079127103,24663883,8.846526316,3.77E-12,4.54E-07,0.727149373
NM_153792,57,50,1.14,24664783,1259,12668,0.099384275,24663883,11.47062748,35,50,0.7,24664778,950,12006,0.079127103,24663883,8.846526316,3.77E-12,4.54E-07,0.727149373
NM_008563,45,50,0.9,20810324,1293,12265,0.105421932,20809294,8.53712297,35,50,0.7,20810354,968,11692,0.082791652,20809294,8.454958678,5.51E-09,4.56E-07,1
NM_178029,22,50,0.44,134921353,1873,16029,0.116850708,134921903,3.765488521,40,50,0.8,134921353,1838,16879,0.108892707,134921903,7.346681175,0.004527536,4.59E-07,0.133456044
NM_053110,59,50,1.18,48986677,555,9287,0.059760956,48987517,19.74533333,32,50,0.64,48986677,457,9057,0.050458209,48987517,12.68376368,1.05E-14,4.67E-07,0.310576652
NM_178684,59,50,1.18,47917969,2109,16330,0.129148806,47918989,9.136747274,40,50,0.8,47917969,2080,16694,0.124595663,47918989,6.420769231,3.44E-11,4.67E-07,0.324348806
NM_026768,34,50,0.68,46247988,513,8441,0.06077479,46248953,11.1888499,32,50,0.64,46247958,493,9161,0.053815086,46248953,11.89257606,1.31E-07,4.82E-07,1
NM_001001565,43,50,0.86,75475666,133,1802,0.073806881,75475046,11.65203008,33,50,0.66,75475681,137,1998,0.068568569,75475046,9.62540146,2.39E-09,4.84E-07,0.643131333
NM_001001566,43,50,0.86,75475666,133,1802,0.073806881,75475046,11.65203008,33,50,0.66,75475681,137,1998,0.068568569,75475046,9.62540146,2.39E-09,4.84E-07,0.643131333
NM_001190717,62,50,1.24,8422611,2063,18538,0.111284928,8421716,11.14256907,35,50,0.7,8422616,1326,17062,0.077716563,8421716,9.007088989,1.19E-12,4.85E-07,0.876118883
NM_013726,62,50,1.24,8422611,2063,18538,0.111284928,8421716,11.14256907,35,50,0.7,8422616,1326,17062,0.077716563,8421716,9.007088989,1.19E-12,4.85E-07,0.876118883
NM_028276,64,50,1.28,45610166,583,10845,0.053757492,45611111,23.81063465,32,50,0.64,45610136,508,10125,0.05017284,45611111,12.75590551,3.72E-16,4.87E-07,0.100870458
NM_001177369,45,50,0.9,46378822,289,3572,0.080907055,46380227,11.12387543,34,50,0.68,46378827,277,3702,0.074824419,46380227,9.087942238,2.13E-09,4.91E-07,0.683871095
NM_145501,63,50,1.26,42164950,1687,19998,0.084358436,42165925,14.93626556,35,50,0.7,42164945,1480,19618,0.075440922,42165925,9.278783784,1.53E-14,4.94E-07,0.203209514
NM_001160214,39,50,0.78,102321652,4337,34031,0.127442626,102320912,6.120401199,40,50,0.8,102321667,4064,35489,0.114514357,102320912,6.986023622,7.99E-07,4.98E-07,0.951868564
NM_211355,39,50,0.78,102321652,4337,34031,0.127442626,102320912,6.120401199,40,50,0.8,102321667,4064,35489,0.114514357,102320912,6.986023622,7.99E-07,4.98E-07,0.951868564
NM_001256520,57,50,1.14,58143801,1499,10797,0.138834862,58142841,8.211194129,42,50,0.84,58143846,1456,11343,0.128361104,58142841,6.544038462,9.83E-11,5.09E-07,0.507978952
NM_011896,40,50,0.8,37539007,155,2409,0.064342051,37539872,12.43354839,36,50,0.72,37539012,225,2703,0.083240844,37539872,8.6496,4.83E-09,5.09E-07,0.30333091
NM_175372,42,50,0.84,4397244,801,11221,0.071384012,4396259,11.76734082,32,50,0.64,4397254,584,10442,0.055927983,4396259,11.44328767,5.84E-09,5.11E-07,1
NM_172500,59,50,1.18,106247579,6896,55869,0.123431599,106247019,9.559950696,40,50,0.8,106247594,6672,58151,0.114735774,106247019,6.972541966,9.10E-12,5.12E-07,0.333376372
NM_001166370,92,50,1.84,6984318,0,0,0,6985188,NA,39,50,0.78,6984273,4,88,0.045454545,6985188,17.16,NA,5.14E-07,0.079057254
NM_026306,92,50,1.84,6984318,0,0,0,6985188,NA,39,50,0.78,6984273,4,88,0.045454545,6985188,17.16,NA,5.14E-07,0.079057254
NM_001110162,51,50,1.02,68333272,3038,28409,0.106937942,68332667,9.538242265,35,50,0.7,68333217,2047,26364,0.077643757,68332667,9.015534929,1.89E-10,5.15E-07,1
NM_133777,65,50,1.3,4763737,970,2351,0.412590387,4762942,3.150824742,61,50,1.22,4763737,731,2272,0.321742958,4762942,3.791846785,4.13E-06,5.15E-07,0.607034186
NM_001205226,63,50,1.26,98331262,8672,64851,0.133721916,98330362,9.422539207,40,50,0.8,98331267,7973,66179,0.120476284,98330362,6.64031105,4.28E-12,5.15E-07,0.302874166
